"","other","acetobacteraceae","bradyrhizobiaceae","caulobacteraceae","comamonadaceae","hyphomicrobiaceae","mycobacteriaceae","oxalobacteraceae","rhodospirillaceae","sphingomonadaceae","xanthomonadaceae"
"X30_70",0.881553436055615,0.0067300037134284,0.00596692105674391,0.00282851354480095,0.00901991464408794,0.0153812986427808,0.00164121109578134,0.00265880062935235,0.00969872030861557,0.0582997703740939,0.00622140993469994
"X30_74",0.813613817111824,0.00223470182982769,0.00282858854034462,0.00435519582745098,0.015890072410814,0.00910488359512775,0.00104742237944147,0.00486426557789661,0.00639077387088532,0.126748257080333,0.0129220217760547
"X30_124",0.908780348198812,0.00664498576530006,0.0169085768900178,0.000792962499762329,0.00274364558775995,0.0127518838858586,0.0020651859026738,0.00172583206749851,0.0186043281263815,0.0281892875762329,0.000792963499702911
"X30_82",0.851867718017706,0.00613621499708853,0.0124979209766488,0.00274364458781937,0.0111404856371361,0.0169080839193108,0.00248928470219846,0.00528794240249554,0.018774168034284,0.0592325389478313,0.0129219977774807
"X30_132",0.918957433463815,0.00706928255306001,0.0139399082919786,0.000962676415151515,0.00104734838383838,0.0132611786229352,0.00257417965763518,0.00104734838383838,0.0153816206236482,0.0257293147508616,2.9708853238265e-05
"NA.124",0.894209180035651,0.0047794266191325,0.0125289661319073,0.00677930778371955,0.00527939691027926,0.0255281937017231,0.000779664289958408,0.0157787730243613,0.0277780600118835,0.00502941176470588,0.00152961972667855
"NA.125",0.913958006535948,0.0140288770053476,0.00627933749257279,0.00602935234699941,0.000529679144385027,0.021528431372549,0.000779664289958408,0.00402947118241236,0.0310278669043375,0.000779664289958408,0.00102964943553179
"NA.126",0.905458511586453,0.00602935234699941,0.0135289067142008,0.0047794266191325,0.00777924836601307,0.0235283125371361,0.00177960487225193,0.0047794266191325,0.0272780897207368,0.00227957516339869,0.00277954545454545
"NA.127",0.916707843137255,0.00377948603683898,0.0127789512774807,0.00327951574569222,0.00427945632798574,0.0290279857397504,2.9708853238265e-05,0.00177960487225193,0.0265281342840166,0.000779664289958408,0.00102964943553179
"NA.128",0.918207754010695,0.00952914438502674,0.0135289067142008,0.00427945632798574,0.00127963458110517,0.0170286987522282,0.00277954545454545,0.00202959001782531,0.030027926322044,0.000779664289958408,0.000529679144385027
"NA.129",0.905208526440879,0.0197785353535354,0.0160287581699346,0.00402947118241236,0.00102964943553179,0.0207784759358289,0.00177960487225193,0.00252956030897207,0.0270281045751634,2.9708853238265e-05,0.00177960487225193
"X30_130",0.943130456072905,0.00181067602596554,0.00579730813535354,0.000453683660130719,0.00198031594575163,0.0138547933496138,0.00164116109875223,0.000453758655674391,0.0119040852631016,0.0185199791385027,0.000453782654248366
"X30_126",0.933207556703862,0.00333725931449792,0.00528838737605467,0.000538553617052882,0.00172593106161616,0.0196222666392157,0.0037615091050505,0.000877708464052288,0.00969874530713013,0.0213187338330362,0.000623348578431373
"NA.148",0.829729702485977,0.0171624678035056,0.0434568263601901,0.00231962078383838,0.0039307990456328,0.0208943880481878,0.00503395349483066,0.00138665222198455,0.0189438579510992,0.0569424330287582,0.000199298775995247
"X30_43",0.924471483812121,0.00308297442442068,0.00673034969286987,0.000877708464052288,0.00401571899958408,0.0091896805563874,0.0018956699755199,0.00605146903279857,0.0120736761857992,0.0298004918364825,0.00181077701996435
"NA.149",0.747794901153238,0.0392999603663102,0.0689873133070707,0.00622128194230541,0.0103771799937017,0.0213190578137849,0.00732401341663696,0.0229301390813428,0.0135157084984551,0.0613526119704694,0.000877832456684492
"NA.150",0.862809306854961,0.0124973520104575,0.022761092126322,0.00206516190409982,0.00588155412935235,0.0266619603319073,0.00630612590077243,0.00342225326405229,0.0217428856294118,0.0352289092732026,0.000623398575460487
"X30_46",0.901739776558289,0.00528811539221628,0.00749380132762923,0.00333750729976233,0.00401569400106952,0.0113102725481878,0.00308299942293523,0.00410083794171123,0.00689984062150921,0.0499026383420677,0.0028285165446227
"X30_48",0.875022579127213,0.00774781723368984,0.0153819926015449,0.00299800747326203,0.00808677209257279,0.0158901714049317,0.00308304842002377,0.00444004078585859,0.0202162523438503,0.0450680816174094,0.00206523689964349
"X30_148",0.851274425271895,0.0344651406572787,0.0280197736489602,0.00240444174367201,0.00537263736981581,0.0168227889876411,0.00342237725668449,0.00138652822935235,0.014533399026025,0.0415054753118835,0.000793012496791444
"NA.151",0.883589507069756,0.0124975539984551,0.0136852754225787,0.00189557298128342,0.00435502283773024,0.0220817684925728,0.00214993186696376,0.00181075102150921,0.0105468179136067,0.0467644008200238,0.000623397575519905
"X30_112",0.902503784160012,0.00257413066054664,0.0116497733746286,0.00130185626066548,0.00605142003571004,0.0152964806827689,0.0048643395734997,0.00333738330713012,0.0187740400418895,0.0291218831602496,0.00452490874289958
"X30_122",0.905219027816875,0.00265870263517528,0.0085961368254902,0.00240438974676174,0.00443971780505051,0.0245415433297089,0.00435534481859774,0.00172580806892454,0.0209792080080808,0.0236935177204397,0.00138660322489602
"X30_104",0.898772373885027,0.0036765401540107,0.00808739205573381,0.00155626714325609,0.00418538391788473,0.0309030263225193,0.00469455066256684,0.00113214334521687,0.0158052774494355,0.0302244166463458,0.000962628418003565
"X30_106",0.922521673672252,0.00723864948906714,0.00477946961657754,0.00274376958039216,0.00257370668573975,0.018095509361022,0.00231969577938206,0.00147142218484848,0.0104619259579917,0.0265772393661319,0.00121693830659537
"NA.152",0.903181271902852,0.00825668699601901,0.0286134603713607,0.000538578615567439,0.00121713629483066,0.0067300037134284,0.00164118609726679,0.000877733462566845,0.00825688498425431,0.0404877087888295,0.000199348773024361
"X30_92",0.937787494558289,0.00121696230516934,0.00342235325811052,0.000708218535353535,0.00240439274658348,0.0177563585137849,0.00376163209774213,0.000199348773024361,0.00825670899471182,0.0226757781957813,0.00181075202144979
"NA.153",0.840501423416993,0.013939366324183,0.0397249281142008,0.00198039094129531,0.00376130911693405,0.0162295482387403,0.00842666989542484,0.00198031694569222,0.0170778948289364,0.0556699846392157,0.000708167538383838
"X30_116",0.914124213659715,0.00435499883915627,0.00562766721562686,0.00147154717742127,0.00469417768472965,0.0175866665970885,0.00630610190219845,0.00172585606607249,0.012921800789186,0.0279341827348782,0.00325278733392751
